Date,Confirmed (daily growth) (CUSTOM),Deaths (daily growth) (CUSTOM),Confirmed (window average) (CUSTOM),Deaths (window average) (CUSTOM)
10/3/2020 0:00,2014,19,1617.625,27.75
10/2/2020 0:00,1817,27,1579.75,24.5
10/1/2020 0:00,2214,36,1425,24.375
9/30/2020 0:00,1620,54,1548.875,27.5
9/29/2020 0:00,887,42,1974.875,31
9/28/2020 0:00,1090,9,1973.375,32
9/27/2020 0:00,1166,2,1843.25,30.625
9/26/2020 0:00,1583,31,1786.375,28.5
9/25/2020 0:00,5422,47,1814.875,24.875
9/24/2020 0:00,1805,35,1832,25
9/23/2020 0:00,1173,25,1821.125,28.25
9/22/2020 0:00,1165,37,1793.875,27.375
9/21/2020 0:00,1115,13,1304.5,25.5
9/20/2020 0:00,1227,10,1243.125,26.25
9/19/2020 0:00,1079,28,1226.375,28.25
9/18/2020 0:00,1365,24,1221,25.375
9/17/2020 0:00,1507,32,1209.125,24.625
9/16/2020 0:00,1314,41,1227.125,26.25
9/15/2020 0:00,1039,41,1292.125,27
9/14/2020 0:00,1122,14,1280.75,27.25
9/13/2020 0:00,1020,7,1206.25,29.25
9/12/2020 0:00,1371,23,1159.25,26.875
9/11/2020 0:00,1599,34,1163.25,21.75
9/10/2020 0:00,1274,26,1150.125,20.875
9/9/2020 0:00,911,48,1182.125,25.625
9/8/2020 0:00,938,22,1267.875,27.625
9/7/2020 0:00,1071,0,1274.375,26.25
9/6/2020 0:00,1017,7,1261.875,27.625
9/5/2020 0:00,1276,45,1395.125,26.125
9/4/2020 0:00,2057,39,1462.75,24.875
9/3/2020 0:00,1651,23,1451,26.5
9/2/2020 0:00,1174,37,1621.25,29.625
9/1/2020 0:00,1977,36,1641.625,26.75
8/31/2020 0:00,1479,12,1635.375,24.375
8/30/2020 0:00,977,13,1619.375,24.875
8/29/2020 0:00,2379,32,1629.875,25.25
8/28/2020 0:00,1439,22,1574.875,21.625
8/27/2020 0:00,2007,20,1568,21.875
8/26/2020 0:00,1523,27,1648.625,23.25
8/25/2020 0:00,1258,40,1591.5,22.5
8/24/2020 0:00,1537,7,1653,23.75
8/23/2020 0:00,1424,14,1570.875,26.125
8/22/2020 0:00,1622,24,1530.375,27.875
8/21/2020 0:00,1922,26,1477,24.375
8/20/2020 0:00,1931,32,1429.25,23.75
8/19/2020 0:00,1350,39,1427.75,25.25
8/18/2020 0:00,1199,41,1417.25,26.125
8/17/2020 0:00,831,12,1376.125,27.375
8/16/2020 0:00,1155,2,1302.125,28.25
8/15/2020 0:00,1412,26,1266.875,28.375
8/14/2020 0:00,1538,31,1211.5,23.625
8/13/2020 0:00,1593,36,1274.5,23.5
8/12/2020 0:00,1339,39,1365.375,26.25
8/11/2020 0:00,1068,40,1383.25,27.75
8/10/2020 0:00,756,3,1444,29.25
8/9/2020 0:00,1335,11,1397.125,29.875
8/8/2020 0:00,1882,24,1415.75,28.125
8/7/2020 0:00,1555,38,1465.625,25.25
8/6/2020 0:00,2024,43,1529.375,25.75
8/5/2020 0:00,1218,41,1568.125,29.625
8/4/2020 0:00,1488,25,1580.25,28.875
8/3/2020 0:00,1467,17,1681.375,29.125
8/2/2020 0:00,1266,7,1644.25,29
8/1/2020 0:00,1645,42,1703,27.875
7/31/2020 0:00,1979,18,1743.25,25.75
7/30/2020 0:00,2364,40,1749.875,24.375
7/29/2020 0:00,1727,42,1851.125,27.5
7/28/2020 0:00,1688,32,1915,24.125
7/27/2020 0:00,1810,8,1906.625,25
7/26/2020 0:00,1520,6,1872.5,23.375
7/25/2020 0:00,2076,32,1890.5,21.375
7/24/2020 0:00,2156,15,1846.375,19.25
7/23/2020 0:00,1912,25,1841.875,19.25
7/22/2020 0:00,2091,27,1956.125,20.375
7/21/2020 0:00,1871,26,1943.625,19
7/20/2020 0:00,1335,15,1934.625,19.5
7/19/2020 0:00,1774,8,1921.375,18.375
7/18/2020 0:00,2434,15,1924.25,19.375
7/17/2020 0:00,1976,21,1918.125,18
7/16/2020 0:00,2084,19,1980.625,17.625
7/15/2020 0:00,1806,16,2041.25,18.75
7/14/2020 0:00,2114,35,2008.625,18.875
7/13/2020 0:00,1822,15,1999.5,18.375
7/12/2020 0:00,1835,12,1923.125,19
7/11/2020 0:00,2259,17,1854.25,19.75
7/10/2020 0:00,2173,16,1819.625,16.625
7/9/2020 0:00,1903,17,1762,14.75
7/8/2020 0:00,1473,24,1693.125,13.375
7/7/2020 0:00,1255,22,1653.125,12.625
7/6/2020 0:00,1837,10,1593.625,12.25
7/5/2020 0:00,1361,0,1574.625,13.5
7/4/2020 0:00,1284,1,1562,13.125
7/3/2020 0:00,1939,11,1594.375,10.75
7/2/2020 0:00,1697,13,1548.375,10
7/1/2020 0:00,1751,27,1559.75,11.875
6/30/2020 0:00,1372,21,1613.875,13.5
6/29/2020 0:00,1514,3,1531.125,13.375
6/28/2020 0:00,1469,4,1498.625,14.125
6/27/2020 0:00,1452,15,1403,14
6/26/2020 0:00,1717,14,1354.75,12
6/25/2020 0:00,1277,10,1317.25,12.375
6/24/2020 0:00,1437,19,1336.875,13.875
6/23/2020 0:00,986,26,1353.875,13.75
6/22/2020 0:00,986,5,1299.75,13.375
6/21/2020 0:00,1214,6,1269.75,13.75
6/20/2020 0:00,1626,16,1196.125,15
6/19/2020 0:00,1588,14,1205.125,13.875
6/18/2020 0:00,1284,11,1242.875,13.75
6/17/2020 0:00,1037,13,1271.625,13.875
6/16/2020 0:00,848,29,1284.875,13.625
6/15/2020 0:00,1058,17,1265.125,14.125
6/14/2020 0:00,1288,4,1218.625,16.125
6/13/2020 0:00,1444,7,1190.5,18
6/12/2020 0:00,1732,14,1199.25,16.5
6/11/2020 0:00,1430,18,1173.75,14.875
6/10/2020 0:00,912,27,1186.75,16.75
6/9/2020 0:00,812,28,1148.875,16.875
6/8/2020 0:00,918,17,1090.25,17.875
6/7/2020 0:00,854,4,1031.625,18.25
6/6/2020 0:00,1392,19,1003.125,18.25
6/5/2020 0:00,1141,8,986.875,16.25
6/4/2020 0:00,1263,22,987.75,15.125
6/3/2020 0:00,961,21,1009.25,16.5
6/2/2020 0:00,684,27,975.125,17.75
6/1/2020 0:00,682,12,936.125,20.75
5/31/2020 0:00,925,8,853.125,22.75
5/30/2020 0:00,1026,15,756.875,21.25
5/29/2020 0:00,1119,29,767.125,19
5/28/2020 0:00,829,32,744.375,18.5
5/27/2020 0:00,599,38,762.5,18.625
5/26/2020 0:00,191,9,725.125,19.25
5/25/2020 0:00,766,9,674.375,17.25
5/24/2020 0:00,500,8,628.125,14.5
5/23/2020 0:00,1070,9,633.375,13.125
5/22/2020 0:00,727,20,682.5,12.625
5/21/2020 0:00,713,13,652.75,12.5
5/20/2020 0:00,459,10,692.625,12.875
5/19/2020 0:00,641,27,633.5,15.25
